Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,Mis,Dis,Rec,Prog,Matches,-9999
1714,Borja Mayoral,es ESP,FWDF,Roma,it Serie A,24,1997,1.1,47,0,2,21,25,4,47,1,4,25.0,2,0,40,7,Matches,64e8ed6d
1715,Borja Mayoral,es ESP,FW,Getafe,es La Liga,24,1997,11.6,368,7,29,184,161,44,367,14,29,48.3,26,16,254,48,Matches,64e8ed6d
1716,Derek Mazou-Sacko,fr FRA,FWDF,Troyes,fr Ligue 1,16,2004,0.0,3,1,1,0,2,0,3,0,0,,0,0,1,0,Matches,810edef9
1717,Pasquale Mazzocchi,it ITA,DF,Venezia,it Serie A,26,1995,13.8,746,48,284,288,187,5,746,17,37,45.9,34,13,402,20,Matches,eb0ec070
1718,Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,26,1995,14.1,714,41,217,288,222,10,714,18,37,48.6,31,12,389,18,Matches,eb0ec070
1719,Kevin Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,26,1995,15.5,1081,54,296,495,312,25,1081,33,80,41.3,31,13,594,34,Matches,493924a7
1720,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,22,1998,33.6,1880,17,48,628,1228,296,1876,111,204,54.4,112,57,1609,378,Matches,42fd9c7f
1721,Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,26,1994,1.2,63,11,23,28,12,0,63,2,2,100.0,0,1,35,2,Matches,cfbf9881
1722,Amadou Mbengue,sn SEN,DFMF,Metz,fr Ligue 1,19,2002,6.8,363,30,160,194,12,1,363,2,6,33.3,5,2,221,1,Matches,14d2670e
1723,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,21,1999,32.3,1176,18,128,422,645,133,1175,39,80,48.8,87,57,808,213,Matches,6afaebf2
1724,Jason Mbock,fr FRA,FW,Angers,fr Ligue 1,21,1999,0.2,7,0,0,5,2,0,7,0,0,,0,1,6,3,Matches,890bc029
1725,Jordi Mboula,es ESP,MFFW,Mallorca,es La Liga,22,1999,4.8,150,4,21,66,68,10,150,7,15,46.7,11,8,93,15,Matches,4887118d
1726,Moustapha Mbow,sn SEN,DF,Reims,fr Ligue 1,21,2000,1.0,40,8,34,5,1,0,40,1,1,100.0,0,0,18,0,Matches,3f3a2cba
1727,Nathanael Mbuku,fr FRA,FWMF,Reims,fr Ligue 1,19,2002,15.8,542,12,68,258,228,36,542,26,42,61.9,37,25,374,67,Matches,46750e9c
1728,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,33,1987,16.0,1122,45,273,638,222,19,1122,21,30,70.0,22,14,698,25,Matches,cee31595
1729,James Mcatee,eng ENG,MFFW,Manchester City,eng Premier League,18,2002,0.2,16,0,1,10,5,3,16,1,1,100.0,1,2,12,2,Matches,96593e89
1730,Kasey McAteer,eng ENG,MF,Leicester City,eng Premier League,19,2001,0.0,2,0,1,0,1,0,2,0,0,,1,0,2,0,Matches,b2c66859
1731,Liam McCarron,sct SCO,MF,Leeds United,eng Premier League,20,2001,0.1,3,0,1,2,0,0,3,0,0,,0,0,1,0,Matches,076bb352
1732,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,31,1989,17.0,538,429,535,3,0,0,538,0,0,,0,0,231,0,Matches,36c2ca73
1733,John McGinn,sct SCO,MF,Aston Villa,eng Premier League,26,1994,34.3,1744,69,344,959,463,25,1744,44,68,64.7,48,28,1072,52,Matches,90f91999
1734,Weston McKennie,us USA,MF,Juventus,it Serie A,22,1998,15.2,725,28,148,351,239,50,725,20,26,76.9,22,19,467,62,Matches,01c3aff5
1735,Stuart McKinstry,sct SCO,MF,Leeds United,eng Premier League,18,2002,0.0,5,0,1,4,0,0,5,0,0,,0,0,3,1,Matches,1000a059
1736,Kenny McLean,sct SCO,MF,Norwich City,eng Premier League,29,1992,30.1,1385,71,365,714,327,44,1385,19,30,63.3,41,14,900,48,Matches,471f16b3
1737,Dwight McNeil,eng ENG,MF,Burnley,eng Premier League,21,1999,34.5,1611,46,277,724,669,57,1611,90,150,60.0,78,51,930,77,Matches,fc15fb84
1738,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,24,1996,26.5,1579,93,387,916,294,27,1579,36,47,76.6,44,32,993,36,Matches,d93c2511
1739,Gary Medel,cl CHI,DF,Bologna,it Serie A,33,1987,31.4,1943,379,1112,817,29,2,1943,10,13,76.9,8,2,1195,3,Matches,563a68ad
1740,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,22,1999,28.8,2520,195,946,1486,111,21,2520,16,21,76.2,24,13,1832,12,Matches,6f5ec8bb
1741,Nathan de Medina,be BEL,DF,Arminia,de Bundesliga,23,1997,8.6,417,40,179,180,61,6,417,0,5,0.0,12,6,200,2,Matches,d686dbc0
1742,Ben Mee,eng ENG,DF,Burnley,eng Premier League,31,1989,20.4,981,137,478,463,47,31,981,4,5,80.0,4,0,444,2,Matches,8df7a2fb
1743,Admir Mehmedi,ch SUI,DF,Wolfsburg,de Bundesliga,30,1991,0.0,5,0,0,4,1,0,5,0,0,,0,0,2,0,Matches,b500b384
1744,Hannibal Mejbri,tn TUN,MFFW,Manchester Utd,eng Premier League,18,2003,0.8,31,0,6,13,14,0,31,1,2,50.0,1,1,22,4,Matches,ca22ccb0
1745,Farid El Melali,dz ALG,FW,Angers,fr Ligue 1,24,1997,0.2,8,1,1,3,4,1,8,0,0,,0,1,1,0,Matches,d21e361a
1746,Filippo Melegoni,it ITA,MF,Genoa,it Serie A,22,1999,10.9,491,12,77,195,225,26,491,8,16,50.0,40,12,295,49,Matches,6604165d
1747,Óscar Melendo,es ESP,MFFW,Espanyol,es La Liga,23,1997,11.0,513,7,68,301,154,10,513,15,18,83.3,13,13,408,25,Matches,379652be
1748,Gonzalo Melero,es ESP,MF,Levante,es La Liga,27,1994,18.8,947,46,220,561,178,27,945,12,26,46.2,31,25,698,43,Matches,3902e91b
1749,Birger Meling,no NOR,DF,Rennes,fr Ligue 1,26,1994,20.3,1289,54,353,621,322,16,1289,5,10,50.0,26,5,781,42,Matches,70c52749
1750,Arthur Melo,br BRA,MF,Juventus,it Serie A,24,1996,10.7,780,28,200,484,106,7,780,10,11,90.9,8,3,566,14,Matches,48b3dd60
1751,Houboulang Mendes,fr FRA,DF,Lorient,fr Ligue 1,23,1998,35.8,1834,156,719,821,304,28,1834,13,38,34.2,43,8,1032,38,Matches,1545cf15
1752,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,19,2002,18.4,1337,45,303,667,387,23,1337,28,59,47.5,26,19,862,55,Matches,f20e4cc9
1753,Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,30,1990,0.2,12,4,7,5,0,0,12,0,0,,0,0,6,0,Matches,6690ef25
1754,Thiago Mendes,br BRA,MFDF,Lyon,fr Ligue 1,29,1992,20.7,1774,92,542,1080,164,12,1774,4,8,50.0,18,14,1283,17,Matches,c6e5d20f
1755,Tomás Mendes,es ESP,MF,Alavés,es La Liga,16,2004,0.1,6,1,1,5,0,0,6,0,0,,0,0,3,0,Matches,45f771db
1756,Brais Méndez,es ESP,MF,Celta Vigo,es La Liga,24,1997,33.6,1972,47,266,1064,659,77,1972,34,70,48.6,78,49,1396,123,Matches,c9e39d91
1757,Édgar Méndez,es ESP,MFFW,Alavés,es La Liga,31,1990,17.9,630,18,110,256,276,41,630,14,26,53.8,49,20,393,79,Matches,aed746df
1758,Arial Mendy,sn SEN,DFMF,Clermont Foot,fr Ligue 1,26,1994,8.8,479,25,125,206,154,15,479,5,20,25.0,16,4,317,21,Matches,9f0f4b49
1759,Batista Mendy,fr FRA,MFDF,Angers,fr Ligue 1,21,2000,26.8,1475,74,545,784,161,12,1475,20,29,69.0,18,21,1005,23,Matches,e472a6f6
1760,Benjamin Mendy,fr FRA,DF,Manchester City,eng Premier League,27,1994,0.9,99,0,13,63,23,1,99,2,3,66.7,1,0,72,3,Matches,5271c8f1
1761,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,29,1992,34.0,1020,882,1015,5,0,0,1020,0,0,,2,0,525,0,Matches,33887998
1762,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,26,1995,19.3,1513,56,390,632,506,37,1513,35,52,67.3,23,13,1110,46,Matches,3cefcaef
1763,Nampalys Mendy,sn SEN,MF,Leicester City,eng Premier League,29,1992,11.5,724,21,186,486,57,0,724,4,4,100.0,12,9,541,6,Matches,1598599e
1764,Gideon Mensah,gh GHA,DF,Bordeaux,fr Ligue 1,23,1998,13.4,919,29,245,449,242,12,919,22,34,64.7,23,15,537,38,Matches,9bdd8118
1765,Jorge Meré,es ESP,DF,Köln,de Bundesliga,24,1997,5.4,360,52,192,164,4,0,360,1,3,33.3,4,1,221,0,Matches,9f979eb2
1766,Alex Meret,it ITA,GK,Napoli,it Serie A,24,1997,6.9,207,184,206,1,0,0,207,0,0,,0,0,98,0,Matches,9413b19f
1767,Fran Mérida,es ESP,MF,Espanyol,es La Liga,31,1990,3.0,202,4,48,122,36,2,202,9,11,81.8,2,2,126,3,Matches,0e50f929
1768,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,25,1996,32.1,2142,102,432,1231,506,82,2142,28,47,59.6,45,56,1510,83,Matches,d080ed5e
1769,Quentin Merlin,fr FRA,DFMF,Nantes,fr Ligue 1,19,2002,21.4,1535,44,350,749,452,13,1535,18,29,62.1,26,10,915,48,Matches,0bfca6a1
1770,Martín Merquelanz,es ESP,MF,Rayo Vallecano,es La Liga,26,1995,1.9,90,1,13,35,44,2,90,3,10,30.0,5,3,58,7,Matches,ddd5348b
1771,Yıldırım Mert Çetin,tr TUR,MF,Hellas Verona,it Serie A,24,1997,0.5,43,3,12,17,14,0,43,1,2,50.0,1,1,21,0,Matches,c730da00
1772,Dries Mertens,be BEL,FWMF,Napoli,it Serie A,34,1987,15.4,676,4,49,298,333,88,675,17,29,58.6,23,9,541,95,Matches,89b2c8a9
1773,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,21,2000,37.6,1500,1306,1494,7,0,0,1500,2,2,100.0,4,0,720,0,Matches,6b625ac2
1774,Lionel Messi,ar ARG,FWMF,Paris S-G,fr Ligue 1,34,1987,23.9,1874,1,69,958,861,102,1874,64,99,64.6,47,41,1654,113,Matches,d70ce98e
1775,Junior Messias,br BRA,MF,Milan,it Serie A,30,1991,15.9,776,24,94,288,418,68,776,30,63,47.6,46,17,492,74,Matches,f49c4ae9
1776,Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,29,1991,15.6,1272,40,357,618,312,27,1272,10,15,66.7,26,11,843,37,Matches,e162b013
1777,Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,32,1988,13.6,811,108,470,328,19,4,811,3,5,60.0,6,4,517,0,Matches,ce492295
1778,Marco Meyerhöfer,de GER,DF,Greuther Fürth,de Bundesliga,25,1995,25.3,1464,100,483,675,324,23,1464,19,35,54.3,27,10,646,25,Matches,0b104510
1779,Matt Miazga,us USA,DF,Alavés,es La Liga,26,1995,9.3,424,84,254,156,18,11,424,0,0,,5,0,204,2,Matches,9fc0f253
1780,Kingsley Michael,ng NGA,MF,Bologna,it Serie A,21,1999,0.8,39,4,16,20,3,0,39,0,0,,1,0,21,0,Matches,e63e122d
1781,Sven Michel,de GER,FW,Union Berlin,de Bundesliga,31,1990,3.8,176,0,13,64,102,18,176,1,9,11.1,17,9,120,41,Matches,1e274a0a
1782,Edouard Michut,fr FRA,MF,Paris S-G,fr Ligue 1,18,2003,0.8,64,1,13,36,15,2,64,0,1,0.0,1,1,54,1,Matches,fe6c1add
1783,Miguel,es ESP,FWMF,Alavés,es La Liga,21,1999,9.2,271,4,22,106,145,44,271,13,25,52.0,34,12,194,57,Matches,6763373d
1784,Valentin Mihaila,ro ROU,MFFW,Atalanta,it Serie A,21,2000,0.8,49,0,7,14,28,6,49,2,3,66.7,7,1,31,4,Matches,81a4c239
1785,Mikael,br BRA,FWMF,Salernitana,it Serie A,22,1999,1.0,37,1,1,15,21,2,37,0,2,0.0,5,1,29,2,Matches,33502726
1786,Hilmir Mikaelsson,is ISL,FW,Venezia,it Serie A,17,2004,0.2,5,0,0,2,3,0,5,0,0,,0,0,2,1,Matches,5add9b29
1787,Georges Mikautadze,ge GEO,FW,Metz,fr Ligue 1,20,2000,0.0,4,0,1,1,2,1,4,0,0,,0,0,3,1,Matches,4788cb6b
1788,William Mikelbrencis,fr FRA,DF,Metz,fr Ligue 1,17,2004,6.8,375,18,113,178,91,4,375,4,15,26.7,14,5,219,10,Matches,14df1d7f
1789,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,23,1997,32.5,2371,228,1173,1136,85,27,2371,2,2,100.0,11,4,1632,8,Matches,bee704fc
1790,Arkadiusz Milik,pl POL,FW,Marseille,fr Ligue 1,27,1994,15.7,527,11,21,229,277,88,526,2,9,22.2,36,14,396,113,Matches,85613cf0
1791,Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,26,1995,34.4,2825,83,447,1598,813,117,2825,45,77,58.4,99,48,2293,161,Matches,4e6dbac4
1792,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,24,1997,27.0,1066,705,1052,14,1,1,1066,2,2,100.0,1,0,527,0,Matches,9fa26bc2
1793,Éder Militão,br BRA,DF,Real Madrid,es La Liga,23,1998,33.7,2367,302,1208,1043,135,39,2367,11,20,55.0,16,7,1585,10,Matches,2784f898
1794,Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,30,1991,8.6,560,20,136,315,113,1,560,2,2,100.0,3,3,335,1,Matches,2ce2508a
1795,Luis Milla,es ESP,MF,Granada,es La Liga,26,1994,30.8,1699,65,326,1015,377,21,1696,28,38,73.7,34,23,982,32,Matches,19c36442
1796,Pere Milla,es ESP,MFFW,Elche,es La Liga,28,1992,18.3,738,36,153,348,245,44,738,16,33,48.5,52,33,500,59,Matches,335039a2
1797,Enzo Millot,fr FRA,MF,Stuttgart,de Bundesliga,19,2002,0.6,44,1,5,23,16,0,44,1,2,50.0,5,3,29,2,Matches,f76022e7
1798,James Milner,eng ENG,MFDF,Liverpool,eng Premier League,35,1986,9.5,898,39,166,485,250,12,898,2,6,33.3,12,5,621,23,Matches,2f90f6b8
1799,Santi Mina,es ESP,FW,Celta Vigo,es La Liga,25,1995,26.3,955,22,97,483,388,94,954,12,21,57.1,62,34,677,130,Matches,0b90bb97
1800,Yerry Mina,co COL,DF,Everton,eng Premier League,26,1994,9.4,457,85,261,172,26,14,457,0,0,,2,1,250,2,Matches,6d5701f2
1801,Takumi Minamino,jp JPN,FWMF,Liverpool,eng Premier League,26,1995,2.1,93,1,8,36,50,8,93,1,5,20.0,2,5,75,15,Matches,f833a830
1802,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,28,1993,35.4,2029,321,1170,771,107,51,2029,11,12,91.7,17,4,1235,14,Matches,8397a50c
1803,Óscar Mingueza,es ESP,DF,Barcelona,es La Liga,22,1999,9.9,832,35,227,425,184,7,832,6,7,85.7,8,5,597,17,Matches,056269d7
1804,Rafa Mir,es ESP,FW,Sevilla,es La Liga,24,1997,20.1,547,17,52,277,222,80,547,12,23,52.2,59,16,382,71,Matches,bbf5c11b
1805,Jorge Miramón,es ESP,DF,Levante,es La Liga,32,1989,22.0,1253,96,447,528,293,14,1253,21,31,67.7,31,21,656,44,Matches,7f4c7c9f
1806,Aleksei Miranchuk,ru RUS,MFFW,Atalanta,it Serie A,25,1995,8.6,479,8,37,194,253,40,479,16,28,57.1,25,17,393,51,Matches,a9aa0d1d
1807,Juan Miranda,es ESP,DF,Betis,es La Liga,21,2000,8.7,604,30,171,290,144,11,604,4,9,44.4,9,1,341,27,Matches,ead61f73
1808,Fabio Miretti,it ITA,MF,Juventus,it Serie A,17,2003,3.6,174,3,47,94,35,5,174,1,2,50.0,6,0,117,14,Matches,34693494
1809,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,21,1999,34.5,2267,135,890,925,478,25,2267,16,29,55.2,45,26,1181,59,Matches,5cbd1eb0
1810,Stefan Mitrović,rs SRB,DF,Getafe,es La Liga,31,1990,29.6,1123,171,659,448,22,13,1123,2,2,100.0,9,4,553,1,Matches,e6777e6b
1811,Maximilian Mittelstädt,de GER,DFMF,Hertha BSC,de Bundesliga,24,1997,16.6,1007,48,349,411,262,20,1007,32,49,65.3,24,20,533,49,Matches,88d4144a
1812,Henrikh Mkhitaryan,am ARM,MF,Roma,it Serie A,32,1989,27.7,1495,37,209,788,524,66,1495,34,56,60.7,58,27,999,127,Matches,dd0daf32
1813,Jakub Moder,pl POL,MF,Brighton,eng Premier League,22,1999,18.9,1049,36,190,429,444,62,1049,12,29,41.4,50,19,726,77,Matches,f230bc30
1814,Anthony Modeste,fr FRA,FW,Köln,de Bundesliga,33,1988,29.0,730,34,60,334,343,144,729,5,14,35.7,69,23,537,128,Matches,34e4343c
1815,Marco Modolo,it ITA,DF,Venezia,it Serie A,32,1989,4.4,206,78,148,55,3,2,206,0,1,0.0,1,0,117,0,Matches,fdcdb521
1816,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,35,1985,22.6,1862,16,331,920,625,49,1861,32,48,66.7,30,22,1488,63,Matches,6025fab1
1817,Terem Moffi,ng NGA,FW,Lorient,fr Ligue 1,22,1999,30.1,866,31,71,421,386,136,864,33,63,52.4,100,43,632,148,Matches,065dc209
1818,Kevin Möhwald,de GER,MF,Union Berlin,de Bundesliga,28,1993,3.9,245,8,47,133,68,8,245,2,5,40.0,7,6,160,11,Matches,a5ce09f2
1819,Dion Moise Sahi,ci CIV,FWMF,Strasbourg,fr Ligue 1,19,2001,1.4,60,0,2,31,29,10,60,3,7,42.9,5,2,45,7,Matches,cdc4458b
1820,Johan Mojica,co COL,DF,Elche,es La Liga,28,1992,31.7,2135,110,744,822,588,27,2135,31,72,43.1,50,21,1259,74,Matches,608f2092
1821,Clinton Mola,eng ENG,DF,Stuttgart,de Bundesliga,20,2001,1.3,142,9,57,83,2,0,142,2,3,66.7,2,0,104,0,Matches,29ddfb9c
1822,Jorge Molina,es ESP,FW,Granada,es La Liga,39,1982,21.8,712,19,59,304,352,95,711,7,17,41.2,53,25,563,98,Matches,43f71e77
1823,Nahuel Molina,ar ARG,DF,Udinese,it Serie A,23,1998,29.3,1489,53,366,596,546,50,1489,20,42,47.6,36,10,928,91,Matches,23610943
1824,Cristian Molinaro,it ITA,DF,Venezia,it Serie A,38,1983,6.1,379,27,148,157,76,1,379,5,7,71.4,6,3,220,7,Matches,1c8c5aed
1825,Florent Mollet,fr FRA,MF,Montpellier,fr Ligue 1,29,1991,29.2,1482,34,261,665,564,54,1482,15,42,35.7,61,30,1046,136,Matches,7e82a78f
1826,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,23,1998,32.4,1669,61,338,948,401,19,1669,13,19,68.4,36,15,1069,63,Matches,9939e168
1827,Monchu,es ESP,MF,Granada,es La Liga,21,1999,7.4,418,14,95,244,81,4,418,6,10,60.0,13,8,279,9,Matches,8ac501f5
1828,Thomas Monconduit,fr FRA,MF,Lorient,fr Ligue 1,30,1991,25.0,1540,77,351,947,266,10,1540,26,44,59.1,32,13,1023,24,Matches,84d94b91
1829,Gonzalo Montiel,ar ARG,DF,Sevilla,es La Liga,24,1997,11.8,770,27,235,341,199,17,770,3,8,37.5,14,5,503,42,Matches,374d5158
1830,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,25,1996,34.0,1062,882,1058,4,0,0,1062,1,1,100.0,0,0,433,0,Matches,c1d95617
1831,Ángel Montoro,es ESP,MF,Granada,es La Liga,33,1988,14.8,796,34,157,486,157,18,796,0,3,0.0,18,13,481,20,Matches,719384c1
1832,Martín Montoya,es ESP,DF,Betis,es La Liga,30,1991,5.8,395,21,100,191,104,15,395,0,1,0.0,7,2,229,14,Matches,5cec2487
1833,Wesley Moraes,br BRA,FW,Aston Villa,eng Premier League,24,1996,0.0,3,0,0,0,3,0,3,0,0,,0,0,3,0,Matches,bfae110f
1834,Álvaro Morata,es ESP,FW,Juventus,it Serie A,28,1992,25.6,945,27,103,403,453,126,944,23,47,48.9,78,43,762,151,Matches,129af0db
1835,Jan Morávek,cz CZE,MF,Augsburg,de Bundesliga,31,1989,5.2,255,11,53,124,81,6,255,5,10,50.0,9,6,129,8,Matches,e7d22eae
1836,Jon Morcillo,es ESP,MFFW,Athletic Club,es La Liga,22,1998,0.6,45,0,9,15,21,2,45,0,1,0.0,4,1,25,3,Matches,b7d7f3bf
1837,Jérémy Morel,mg MAD,DF,Lorient,fr Ligue 1,37,1984,6.7,365,49,195,159,14,3,365,2,4,50.0,4,2,221,1,Matches,e97150c0
1838,Alberto Moreno,es ESP,MFDF,Villarreal,es La Liga,29,1992,13.6,757,23,144,314,304,35,757,10,17,58.8,32,13,530,67,Matches,11b9265b
1839,Álex Moreno,es ESP,DF,Betis,es La Liga,28,1993,26.7,1733,103,517,727,509,69,1733,23,61,37.7,45,18,935,97,Matches,16e9d0ea
1840,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,29,1992,13.2,606,15,46,300,270,68,604,39,61,63.9,30,29,495,88,Matches,81f0781e
1841,Tete Morente,es ESP,MF,Elche,es La Liga,24,1996,18.1,790,14,137,319,350,40,790,30,63,47.6,45,14,525,84,Matches,004d185e
1842,Ilaix Moriba,gn GUI,MF,Valencia,es La Liga,18,2003,9.1,423,17,103,214,112,16,423,7,14,50.0,26,8,241,9,Matches,f4c69aa6
1843,Ilaix Moriba,gn GUI,MF,RB Leipzig,de Bundesliga,18,2003,0.4,30,0,1,21,8,0,30,0,2,0.0,2,1,25,2,Matches,f4c69aa6
1844,Manu Morlanes,es ESP,MF,Espanyol,es La Liga,22,1999,12.7,770,36,187,474,117,5,770,13,15,86.7,10,6,487,6,Matches,a0255c67
1845,Raúl Moro,es ESP,FW,Lazio,it Serie A,18,2002,2.2,109,0,6,56,48,10,109,3,10,30.0,5,2,83,11,Matches,919dd4b1
1846,Loren Morón,es ESP,FWMF,Espanyol,es La Liga,27,1993,6.3,170,8,26,74,73,23,170,4,7,57.1,17,8,100,17,Matches,3aa4a3be
1847,Loren Morón,es ESP,FW,Betis,es La Liga,27,1993,0.0,3,0,1,2,0,0,3,0,0,,1,0,1,0,Matches,3aa4a3be
1848,Tyler Morton,eng ENG,MF,Liverpool,eng Premier League,18,2002,0.7,41,0,2,33,6,0,41,0,0,,2,0,23,0,Matches,2bc28bb9
1849,Cristhian Mosquera,co COL,DF,Valencia,es La Liga,17,2004,2.4,90,6,32,55,3,1,90,0,0,,2,0,55,0,Matches,dc1ce4f5
1850,Lebo Mothiba,za RSA,FWMF,Troyes,fr Ligue 1,25,1996,5.8,187,2,15,102,74,20,186,2,5,40.0,20,8,147,38,Matches,3eaf8817
1851,Lebo Mothiba,za RSA,FW,Strasbourg,fr Ligue 1,25,1996,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,Matches,3eaf8817
1852,Andrei Motoc,ro ROU,DF,Salernitana,it Serie A,19,2002,1.0,36,5,23,12,1,0,36,1,1,100.0,1,0,19,0,Matches,b64073a0
1853,Baptiste Mouazan,fr FRA,MF,Lorient,fr Ligue 1,19,2001,1.1,44,1,8,23,13,1,44,0,0,,2,0,23,3,Matches,81ac108d
1854,Aimen Moueffek,fr FRA,MF,Saint-Étienne,fr Ligue 1,20,2001,4.8,287,6,46,190,59,3,287,8,18,44.4,13,6,202,12,Matches,2591b066
1855,Youssoufa Moukoko,de GER,FWMF,Dortmund,de Bundesliga,16,2004,2.5,74,0,4,34,36,13,74,0,7,0.0,8,5,47,14,Matches,6ce43701
1856,Harold Moukoudi,cm CMR,DF,Saint-Étienne,fr Ligue 1,23,1997,18.5,1104,116,525,557,28,9,1104,9,11,81.8,7,4,716,1,Matches,5f26e0c5
1857,Jessy Moulin,fr FRA,GK,Troyes,fr Ligue 1,35,1986,7.0,260,233,260,0,0,0,260,0,0,,1,0,73,0,Matches,28a65a2c
1858,Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,26,1994,25.7,1011,16,84,547,393,115,1009,8,25,32.0,89,22,790,106,Matches,19ba6c6d
1859,Mason Mount,eng ENG,MF,Chelsea,eng Premier League,22,1999,26.3,1543,17,124,524,908,136,1542,18,42,42.9,70,34,1162,212,Matches,9674002f
1860,Lucas Moura,br BRA,MFFW,Tottenham,eng Premier League,28,1992,19.7,1022,21,106,509,428,61,1022,56,92,60.9,59,33,767,73,Matches,2b622f01
1861,Lys Mousset,fr FRA,MFFW,Salernitana,it Serie A,25,1996,1.8,60,0,2,30,29,6,60,3,7,42.9,8,2,44,8,Matches,d9cfca3d
1862,João Moutinho,pt POR,MF,Wolves,eng Premier League,34,1986,33.0,2310,63,517,1338,476,11,2310,16,21,76.2,30,20,1485,28,Matches,f5a00fa4
1863,Samuel Moutoussamy,cd COD,MF,Nantes,fr Ligue 1,24,1996,16.8,860,38,191,525,147,15,860,10,20,50.0,22,8,542,15,Matches,af0c835b
1864,Toni Moya,es ESP,MF,Alavés,es La Liga,23,1998,15.4,744,35,155,397,202,7,744,20,25,80.0,25,12,347,13,Matches,9e098912
1865,Samuel Mráz,sk SVK,FW,Spezia,it Serie A,24,1997,0.6,15,0,1,10,4,0,15,0,0,,0,0,8,2,Matches,be6c1ccc
1866,Nordi Mukiele,fr FRA,DFFW,RB Leipzig,de Bundesliga,23,1997,20.5,1379,64,403,650,344,66,1379,20,40,50.0,35,22,823,58,Matches,ac73ec79
1867,Mert Müldür,tr TUR,DF,Sassuolo,it Serie A,22,1999,22.7,1409,77,421,717,282,19,1409,20,28,71.4,28,10,890,43,Matches,1295552e
1868,Florian Müller,de GER,GK,Stuttgart,de Bundesliga,23,1997,30.0,1096,920,1087,9,0,0,1096,0,0,,2,0,508,0,Matches,cbac6ec9
1869,Thomas Müller,de GER,MF,Bayern Munich,de Bundesliga,31,1989,28.4,1756,16,124,765,876,160,1756,13,23,56.5,53,26,1359,266,Matches,3c6089ab
1870,Bali Mumba,eng ENG,DF,Norwich City,eng Premier League,19,2001,0.5,19,8,13,3,3,0,19,0,1,0.0,0,0,8,0,Matches,2d760d7b
1871,Marshall Munetsi,zw ZIM,MFDF,Reims,fr Ligue 1,25,1996,20.9,988,118,406,468,123,38,988,8,18,44.4,43,10,530,18,Matches,2acf0cd7
1872,Iker Muniain,es ESP,MF,Athletic Club,es La Liga,28,1992,30.9,1846,15,138,847,886,71,1843,65,104,62.5,62,56,1305,114,Matches,c05dfb74
1873,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,23,1997,14.9,901,38,298,399,215,10,901,14,28,50.0,24,12,480,28,Matches,228b0d9d
1874,Luis Muriel,co COL,FWMF,Atalanta,it Serie A,30,1991,17.1,1000,6,41,354,619,117,998,62,104,59.6,63,47,764,173,Matches,eb2fe5b6
1875,Jeison Murillo,co COL,DF,Celta Vigo,es La Liga,29,1992,12.4,803,70,346,442,17,8,803,3,3,100.0,2,3,553,3,Matches,b233e8e4
1876,Vedat Muriqi,xk KVX,FW,Lazio,it Serie A,27,1994,2.4,94,1,13,39,43,9,94,3,5,60.0,10,3,83,25,Matches,0cadc46d
1877,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,27,1994,16.0,656,29,66,295,302,85,654,9,22,40.9,42,14,489,81,Matches,0cadc46d
1878,Jacob Murphy,eng ENG,FWDF,Newcastle Utd,eng Premier League,26,1995,16.4,787,34,214,298,293,56,787,13,29,44.8,29,21,414,49,Matches,de112b84
