Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,Mis,Dis,Rec,Prog,Matches,-9999
1548,Ademola Lookman,ng NGA,MFFW,Leicester City,eng Premier League,23,1997,16.1,744,7,90,325,339,89,744,38,58,65.5,59,52,549,101,Matches,7c104bb7
1549,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,30,1990,33.1,1211,1013,1200,11,0,0,1211,0,0,,1,0,608,0,Matches,f00de885
1550,David López,es ESP,MFDF,Espanyol,es La Liga,31,1989,8.3,509,42,222,261,29,7,509,2,2,100.0,7,2,304,4,Matches,f03f284b
1551,Diego López,es ESP,GK,Espanyol,es La Liga,39,1981,35.3,1251,1076,1239,14,0,0,1251,0,0,,0,0,403,0,Matches,73683fa9
1552,Javi López,es ESP,DF,Alavés,es La Liga,19,2002,5.1,269,19,83,143,43,0,269,2,6,33.3,6,6,151,6,Matches,e9ada8cf
1553,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,23,1997,32.6,2902,128,752,1782,394,26,2902,30,46,65.2,37,28,2231,41,Matches,20094685
1554,Pau López,es ESP,GK,Marseille,fr Ligue 1,26,1994,29.0,1384,801,1323,63,0,0,1384,0,0,,1,0,840,0,Matches,20b9f052
1555,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,25,1995,12.9,953,16,133,572,254,16,953,14,27,51.9,18,20,672,29,Matches,88050721
1556,Dion Lopy,sn SEN,MF,Reims,fr Ligue 1,19,2002,18.2,824,37,224,478,143,17,824,18,30,60.0,38,27,529,29,Matches,64c14d49
1557,Samuel Loric,fr FRA,DF,Lorient,fr Ligue 1,21,2000,3.0,170,9,49,65,57,2,170,3,11,27.3,5,1,82,11,Matches,9004f318
1558,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,35,1986,32.6,1618,86,504,934,203,40,1618,19,29,65.5,33,19,738,21,Matches,07c7eb0c
1559,Jonas Lössl,dk DEN,GK,Brentford,eng Premier League,32,1989,2.0,64,46,62,2,0,0,64,0,0,,0,0,34,0,Matches,939bc634
1560,Marcel Lotka,pl POL,GK,Hertha BSC,de Bundesliga,20,2001,9.8,360,298,357,2,1,1,360,0,0,,1,0,116,0,Matches,5584552e
1561,Jordan Lotomba,ch SUI,DF,Nice,fr Ligue 1,22,1998,19.8,1168,50,315,535,335,25,1168,22,41,53.7,30,17,718,41,Matches,fc4cf6a7
1562,Johaneko Louisjean,fr FRA,DF,Bordeaux,fr Ligue 1,17,2004,0.1,9,1,3,5,1,1,9,0,0,,1,1,7,2,Matches,9af3613f
1563,Imran Louza,ma MAR,MF,Watford,eng Premier League,22,1999,15.7,911,41,235,540,158,10,911,14,24,58.3,19,9,440,15,Matches,e1df6989
1564,Matteo Lovato,it ITA,DF,Atalanta,it Serie A,21,2000,3.4,229,17,80,127,23,3,229,0,1,0.0,6,2,156,2,Matches,5fa57166
1565,Matteo Lovato,it ITA,DF,Cagliari,it Serie A,21,2000,13.8,734,110,422,306,15,6,734,3,4,75.0,7,5,332,2,Matches,5fa57166
1566,Eduard Löwen,de GER,MF,Bochum,de Bundesliga,24,1997,15.7,869,21,131,387,360,30,868,17,36,47.2,38,21,485,54,Matches,70678132
1567,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,32,1989,19.7,1069,94,314,496,273,5,1069,10,21,47.6,11,6,480,21,Matches,9a9c05db
1568,Anthony Lozano,hn HON,FWMF,Cádiz,es La Liga,28,1993,18.6,521,12,31,242,258,77,521,36,59,61.0,64,44,361,67,Matches,38699c72
1569,Hirving Lozano,mx MEX,MFFW,Napoli,it Serie A,26,1995,17.9,803,12,105,308,404,83,803,29,44,65.9,52,32,613,105,Matches,a69e4806
1570,Jean Lucas,br BRA,MF,Monaco,fr Ligue 1,23,1998,16.1,1010,12,141,551,333,34,1010,28,43,65.1,45,24,703,53,Matches,a99138af
1571,Anderson Lucoqui,ao ANG,DF,Mainz 05,de Bundesliga,24,1997,8.3,337,19,107,156,76,8,337,3,9,33.3,12,9,170,9,Matches,5569bf9a
1572,Florentino Luís,pt POR,MF,Getafe,es La Liga,21,1999,11.0,566,22,136,368,68,6,566,7,11,63.6,16,10,302,10,Matches,881cd6be
1573,José Luis Gayà,es ESP,DF,Valencia,es La Liga,26,1995,20.8,1070,50,327,447,312,21,1070,16,29,55.2,13,5,552,44,Matches,b05e2dbd
1574,José Luis Morales,es ESP,FWMF,Levante,es La Liga,34,1987,30.2,1139,9,116,391,660,136,1134,64,156,41.0,90,55,786,169,Matches,4a478107
1575,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,31,1990,29.7,2011,173,882,1053,102,35,2011,6,8,75.0,15,7,1067,9,Matches,921f6058
1576,Luismi,es ESP,FWMF,Sevilla,es La Liga,20,2001,0.1,7,0,4,3,1,0,7,1,1,100.0,0,0,4,0,Matches,acf5410c
1577,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,23,1998,30.2,1811,83,458,1055,313,7,1811,24,43,55.8,50,17,1115,30,Matches,6f7d826d
1578,Romelu Lukaku,be BEL,FW,Chelsea,eng Premier League,28,1993,17.7,479,21,30,197,255,89,478,13,25,52.0,37,25,358,123,Matches,5eae500a
1579,Castello Lukeba,fr FRA,DF,Lyon,fr Ligue 1,18,2002,23.3,1875,147,872,983,35,12,1875,13,14,92.9,16,6,1342,1,Matches,5b9512c5
1580,Dodi Lukebakio,be BEL,MFFW,Hertha BSC,de Bundesliga,23,1997,2.0,63,0,11,28,25,6,62,3,7,42.9,4,1,44,6,Matches,0c61c77c
1581,Dodi Lukebakio,be BEL,MF,Wolfsburg,de Bundesliga,23,1997,9.8,419,3,70,192,168,30,419,27,44,61.4,33,20,295,62,Matches,0c61c77c
1582,Saša Lukić,rs SRB,MF,Torino,it Serie A,24,1996,33.1,2032,59,339,1250,465,36,2029,28,38,73.7,43,8,1345,55,Matches,c6e8cf1f
1583,Levi Lumeka,eng ENG,MFFW,Troyes,fr Ligue 1,22,1998,0.7,23,2,9,5,11,2,23,2,3,66.7,4,1,18,3,Matches,199ff86e
1584,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,22,1999,2.0,88,84,88,0,0,0,88,0,0,,0,0,43,0,Matches,3061e1ec
1585,Andrey Lunyov,ru RUS,GK,Leverkusen,de Bundesliga,29,1991,1.0,49,40,49,0,0,0,49,0,0,,0,0,33,0,Matches,8a6ab963
1586,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,24,1996,21.8,1255,275,719,502,38,12,1255,1,2,50.0,8,2,696,2,Matches,997fff07
1587,Andreas Luthe,de GER,GK,Union Berlin,de Bundesliga,34,1987,27.0,1066,831,1061,5,0,0,1066,0,0,,2,0,481,0,Matches,7fe12375
1588,Lyanco,br BRA,DF,Southampton,eng Premier League,24,1997,10.1,530,103,273,244,20,4,530,4,4,100.0,5,2,266,1,Matches,b5bf1770
1589,Charalambos Lykogiannis,gr GRE,DFFW,Cagliari,it Serie A,27,1993,20.2,976,87,355,382,260,18,976,8,20,40.0,34,9,486,25,Matches,5efc5389
1590,Yannis M'Bemba,fr FRA,DFFW,Nantes,fr Ligue 1,20,2001,0.1,8,1,3,2,3,2,8,0,0,,1,0,5,0,Matches,080de72a
1591,Alexis Mac Allister,ar ARG,MF,Brighton,eng Premier League,22,1998,23.6,1362,42,221,649,508,48,1359,21,42,50.0,43,23,846,64,Matches,83d074ff
1592,Deiver Machado,co COL,DFMF,Lens,fr Ligue 1,27,1993,5.8,325,17,86,137,105,10,325,8,16,50.0,12,9,183,16,Matches,b3f8bdef
1593,Darwin Machís,ve VEN,MFFW,Granada,es La Liga,28,1993,15.3,646,13,112,244,300,43,646,34,60,56.7,56,22,417,59,Matches,ed6ea4d9
1594,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1998,17.0,1180,40,330,589,280,9,1180,19,49,38.8,40,13,683,36,Matches,0bb6e193
1595,James Maddison,eng ENG,MFFW,Leicester City,eng Premier League,24,1996,27.3,1323,19,170,640,528,74,1323,31,48,64.6,42,32,969,116,Matches,ee38d9c5
1596,Niki Mäenpää,fi FIN,GK,Venezia,it Serie A,36,1985,16.5,569,494,566,3,0,0,569,0,0,,0,2,211,0,Matches,14a96e1c
1597,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,24,1997,32.7,1707,103,526,738,468,45,1707,49,79,62.0,50,55,854,57,Matches,5db04597
1598,Louis Mafouta,cf CTA,FW,Metz,fr Ligue 1,27,1994,5.8,189,5,18,107,65,13,189,2,4,50.0,23,6,151,33,Matches,bec3d251
1599,Giulio Maggiore,it ITA,MF,Spezia,it Serie A,23,1998,31.3,1484,54,359,803,342,45,1484,16,43,37.2,72,28,967,58,Matches,957e4c87
1600,Matej Maglica,hr CRO,MF,Stuttgart,de Bundesliga,22,1998,0.1,1,0,0,0,1,0,1,0,0,,0,0,1,1,Matches,36cf2caf
1601,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,36,1984,3.0,274,18,66,186,24,0,274,0,0,,1,1,183,3,Matches,07767f42
1602,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,25,1995,5.9,316,48,146,160,12,5,316,0,0,,4,0,155,1,Matches,cce9f582
1603,Giangiacomo Magnani,it ITA,DF,Sampdoria,it Serie A,25,1995,2.7,184,30,126,59,0,0,184,0,0,,1,0,132,0,Matches,cce9f582
1604,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,23,1998,16.3,858,29,205,525,143,11,858,14,25,56.0,26,14,501,10,Matches,d4d35152
1605,Yohann Magnin,fr FRA,MFDF,Clermont Foot,fr Ligue 1,24,1997,19.1,1118,57,347,602,178,31,1118,8,15,53.3,27,14,753,35,Matches,caa7aaea
1606,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,28,1993,27.9,1840,236,850,903,101,42,1840,4,5,80.0,13,5,1209,5,Matches,d8931174
1607,Riyad Mahrez,dz ALG,FWMF,Manchester City,eng Premier League,30,1991,16.6,1118,11,81,315,733,127,1113,26,50,52.0,42,21,843,136,Matches,892d5bb1
1608,Arne Maier,de GER,MF,Augsburg,de Bundesliga,22,1999,20.7,1013,18,187,510,324,25,1013,16,29,55.2,39,18,606,39,Matches,ab700320
1609,Habib Maïga,ci CIV,MF,Metz,fr Ligue 1,25,1996,14.1,728,34,189,408,140,13,728,13,16,81.3,19,20,436,19,Matches,e768de1f
1610,Mike Maignan,fr FRA,GK,Milan,it Serie A,26,1995,32.0,1214,874,1202,13,0,0,1214,0,0,,2,1,658,0,Matches,fcb38f57
1611,Ainsley Maitland-Niles,eng ENG,MF,Arsenal,eng Premier League,23,1997,3.0,169,8,41,95,34,0,169,4,8,50.0,4,5,110,6,Matches,e3a5814e
1612,Ainsley Maitland-Niles,eng ENG,DF,Roma,it Serie A,23,1997,5.4,370,9,99,155,117,7,370,6,10,60.0,6,3,214,17,Matches,e3a5814e
1613,Josh Maja,ng NGA,FW,Bordeaux,fr Ligue 1,22,1998,0.1,8,0,0,4,4,1,8,0,0,,3,0,4,1,Matches,bc0bfc64
1614,Abdul Majeed Waris,gh GHA,FWMF,Strasbourg,fr Ligue 1,29,1991,3.6,169,1,16,69,88,15,169,12,18,66.7,10,4,140,25,Matches,46907171
1615,Lovro Majer,hr CRO,MFFW,Rennes,fr Ligue 1,23,1998,20.4,1286,16,144,616,553,62,1286,29,56,51.8,47,27,927,103,Matches,fc46aab1
1616,Jean-Victor Makengo,fr FRA,MF,Udinese,it Serie A,23,1998,26.1,1071,29,207,598,293,37,1071,39,53,73.6,41,19,700,37,Matches,22bfb57e
1617,Béni Makouana,cg CGO,FWMF,Montpellier,fr Ligue 1,18,2002,3.6,123,4,15,45,63,16,123,2,6,33.3,15,7,88,23,Matches,654f49ca
1618,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,26,1995,32.6,1184,59,262,632,300,57,1184,10,16,62.5,25,11,566,29,Matches,00b28772
1619,Nikola Maksimović,rs SRB,DF,Genoa,it Serie A,29,1991,12.4,631,120,369,248,21,9,631,1,3,33.3,4,3,317,0,Matches,16b9d5cf
1620,Kévin Malcuit,ma MAR,DFMF,Napoli,it Serie A,30,1991,3.2,189,10,70,71,48,4,189,3,6,50.0,5,2,114,10,Matches,d6a889ea
1621,Daniel Maldini,it ITA,MF,Milan,it Serie A,19,2001,1.6,75,0,10,35,31,9,75,2,3,66.7,8,1,48,10,Matches,801831fe
1622,Youssef Maleh,it ITA,MF,Fiorentina,it Serie A,22,1998,11.3,539,1,75,263,205,40,539,4,8,50.0,27,8,389,58,Matches,4c8845f7
1623,Donyell Malen,nl NED,FWMF,Dortmund,de Bundesliga,22,1999,18.7,759,14,71,283,414,92,759,34,54,63.0,53,27,574,112,Matches,864163f3
1624,Ruslan Malinovskyi,ua UKR,MFFW,Atalanta,it Serie A,28,1993,17.7,1148,3,81,509,584,48,1148,47,65,72.3,70,48,878,112,Matches,48d5bd33
1625,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,30,1991,20.3,1444,66,420,643,390,41,1444,8,16,50.0,19,10,826,58,Matches,cb574619
1626,Lennard Maloney,us USA,DF,Dortmund,de Bundesliga,21,1999,0.1,19,2,11,6,2,0,19,0,0,,0,0,14,0,Matches,75402e99
1627,Mickael Malsa,mq MTQ,MF,Levante,es La Liga,25,1995,12.7,673,32,186,417,78,11,673,7,8,87.5,19,11,410,8,Matches,bbc19252
1628,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,20,2000,18.0,541,443,537,5,0,0,541,0,0,,1,0,137,0,Matches,d4b73232
1629,Rey Manaj,al ALB,FW,Spezia,it Serie A,24,1997,19.6,719,14,52,383,293,65,716,22,49,44.9,73,59,531,92,Matches,7703afb6
1630,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,21,1999,8.9,341,8,67,218,59,6,341,10,14,71.4,6,9,218,14,Matches,0f86995c
1631,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,32,1989,26.2,1809,132,911,845,66,3,1809,3,4,75.0,12,6,1286,9,Matches,c26a3918
1632,Gianluca Mancini,it ITA,DF,Roma,it Serie A,25,1996,32.0,2064,229,951,1000,120,38,2064,4,5,80.0,13,3,1523,7,Matches,5aa53281
1633,Leonardo Mancuso,it ITA,FW,Empoli,it Serie A,29,1992,4.7,112,2,9,39,65,13,112,0,0,,11,4,73,22,Matches,311027cb
1634,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,36,1985,9.0,417,255,413,4,0,0,417,0,0,,0,0,244,0,Matches,1d2d5cc8
1635,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,27,1994,14.4,835,44,355,399,86,8,835,5,7,71.4,13,5,434,12,Matches,c20bdcd7
1636,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,27,1994,16.9,1146,65,367,582,209,17,1146,14,27,51.9,16,9,662,41,Matches,c20bdcd7
1637,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,29,1991,15.3,1110,148,576,505,32,11,1110,0,0,,6,1,826,1,Matches,fbd6378b
1638,Rolando Mandragora,it ITA,MF,Torino,it Serie A,24,1997,14.7,890,26,126,539,234,16,890,3,6,50.0,15,9,537,19,Matches,c7259b83
1639,Anthony Mandrea,dz ALG,GK,Angers,fr Ligue 1,24,1996,10.0,305,275,304,1,0,0,305,0,0,,0,0,83,0,Matches,f7d3a773
1640,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,29,1992,31.3,1473,19,91,609,799,199,1473,47,77,61.0,104,59,1198,257,Matches,c691bfe2
1641,Eliaquim Mangala,fr FRA,DF,Saint-Étienne,fr Ligue 1,30,1991,13.1,719,90,355,351,14,6,719,4,4,100.0,10,3,441,1,Matches,f520049f
1642,Orel Mangala,be BEL,MF,Stuttgart,de Bundesliga,23,1998,20.6,988,30,181,541,280,41,988,43,73,58.9,49,35,701,56,Matches,a572e291
1643,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,34,1987,24.4,1713,62,410,1022,299,18,1707,4,8,50.0,21,13,1051,26,Matches,c801616a
1644,Ricardo Mangas,pt POR,DF,Bordeaux,fr Ligue 1,23,1998,26.1,1287,85,459,534,313,43,1287,21,43,48.8,34,13,713,64,Matches,eef2d8ce
1645,Kostas Manolas,gr GRE,DF,Napoli,it Serie A,30,1991,3.5,252,34,87,163,2,0,252,0,0,,0,0,198,0,Matches,c707411f
1646,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,27,1994,14.0,558,55,236,209,117,8,558,10,18,55.6,14,3,229,14,Matches,758dd7f0
1647,Myziane Maolida,fr FRA,MF,Nice,fr Ligue 1,22,1999,0.4,13,0,2,7,4,1,13,2,3,66.7,1,0,6,1,Matches,706a60e1
1648,Myziane Maolida,fr FRA,MFFW,Hertha BSC,de Bundesliga,22,1999,8.6,316,7,58,145,123,19,316,12,31,38.7,20,18,228,44,Matches,706a60e1
1649,Sekou Mara,fr FRA,FWMF,Bordeaux,fr Ligue 1,19,2002,10.1,334,6,24,163,152,45,333,10,31,32.3,35,16,227,43,Matches,3544641e
1650,Maranhão,br BRA,FWMF,Valencia,es La Liga,24,1996,10.8,338,14,48,126,172,42,338,14,33,42.4,26,22,219,53,Matches,ae86d473
1651,Nikola Maraš,rs SRB,DF,Rayo Vallecano,es La Liga,25,1995,11.6,568,78,308,255,12,10,568,1,1,100.0,5,0,320,1,Matches,b9d0446f
1652,Fernando Marçal,br BRA,MFDF,Wolves,eng Premier League,32,1989,16.1,1070,60,343,433,306,25,1070,7,14,50.0,25,6,619,48,Matches,9ae9eaea
1653,Marcelo,br BRA,DF,Real Madrid,es La Liga,33,1988,5.8,504,17,94,200,213,14,504,9,10,90.0,7,1,402,29,Matches,603116a7
1654,Marcelo,br BRA,DF,Bordeaux,fr Ligue 1,34,1987,10.0,769,91,402,356,15,11,769,2,2,100.0,8,1,525,1,Matches,e3d0b0c4
1655,Marcelo,br BRA,DF,Lyon,fr Ligue 1,34,1987,2.0,195,17,69,122,4,4,195,1,1,100.0,0,1,134,1,Matches,e3d0b0c4
1656,Solly March,eng ENG,DFMF,Brighton,eng Premier League,27,1994,19.4,946,44,149,335,475,60,946,23,38,60.5,26,29,606,76,Matches,bb5fbd2b
1657,Riccardo Marchizza,it ITA,DF,Empoli,it Serie A,23,1998,15.0,782,44,206,353,231,18,782,12,23,52.2,16,8,413,25,Matches,91d0fabf
1658,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,29,1992,34.7,2552,367,1342,1139,86,32,2552,8,12,66.7,23,5,1736,6,Matches,8650af85
1659,Iván Marcone,ar ARG,MF,Elche,es La Liga,31,1990,9.0,510,24,170,310,35,2,510,10,12,83.3,5,3,310,1,Matches,b14f755d
1660,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,32,1989,18.7,1275,52,344,587,355,20,1275,4,13,30.8,10,7,688,36,Matches,9f323c71
1661,Davide Marfella,it ITA,GK,Napoli,it Serie A,21,1999,0.1,2,2,2,0,0,0,2,0,0,,0,0,1,0,Matches,880fcdbb
1662,José Mari,es ESP,MF,Cádiz,es La Liga,33,1987,4.3,237,7,49,153,35,3,237,1,1,100.0,4,3,142,5,Matches,6f4c734d
1663,Pablo Marí,es ESP,DF,Arsenal,eng Premier League,27,1993,2.0,120,14,46,70,4,3,120,0,0,,2,0,68,0,Matches,aa54ec6f
1664,Pablo Marí,es ESP,DF,Udinese,it Serie A,27,1993,14.9,777,145,436,273,72,16,777,2,4,50.0,12,1,349,4,Matches,aa54ec6f
1665,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,26,1995,22.7,1137,172,617,487,39,26,1137,8,12,66.7,9,1,693,2,Matches,f0da930c
1666,Mariano,do DOM,FW,Real Madrid,es La Liga,27,1993,3.8,95,3,10,40,48,19,95,6,10,60.0,4,4,72,17,Matches,5c4dc0ff
1667,Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,25,1996,31.3,1551,34,245,826,504,25,1551,22,43,51.2,53,32,961,56,Matches,7fac99d4
1668,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,27,1994,20.4,1537,153,753,751,41,17,1537,4,5,80.0,10,1,1082,1,Matches,d9764034
1669,Mika Màrmol,es ESP,DF,Barcelona,es La Liga,20,2001,0.0,5,0,0,5,0,0,5,0,0,,0,0,3,0,Matches,e7630876
1670,Omar Marmoush,eg EGY,MF,Wolfsburg,de Bundesliga,22,1999,0.3,14,0,1,7,6,1,14,0,0,,1,0,7,0,Matches,0e0102eb
1671,Omar Marmoush,eg EGY,FW,Stuttgart,de Bundesliga,22,1999,17.5,766,6,63,360,360,76,765,44,103,42.7,87,41,542,103,Matches,0e0102eb
1672,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,27,1994,31.8,2661,343,1133,1408,131,33,2661,4,6,66.7,10,4,2045,6,Matches,d5f2f82b
1673,Roger Martí,es ESP,FW,Levante,es La Liga,30,1991,23.5,674,8,33,340,310,90,671,14,28,50.0,57,23,490,114,Matches,0ae4e09a
1674,Anthony Martial,fr FRA,FWMF,Manchester Utd,eng Premier League,25,1995,2.4,108,1,9,38,63,13,108,4,7,57.1,6,4,97,22,Matches,8b788c01
1675,Anthony Martial,fr FRA,FWMF,Sevilla,es La Liga,25,1995,5.4,215,2,17,93,105,24,215,7,16,43.8,19,13,187,34,Matches,8b788c01
1676,Martín,es ESP,MF,Cádiz,es La Liga,22,1999,1.3,60,4,11,34,15,0,60,1,1,100.0,1,0,23,0,Matches,cbec0059
1677,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,24,1997,25.5,1329,39,331,599,413,19,1329,28,44,63.6,33,15,710,34,Matches,2f3e911a
1678,Ander Martin,es ESP,MF,Real Sociedad,es La Liga,20,2000,1.0,68,2,8,26,34,4,68,1,4,25.0,6,1,48,4,Matches,e1e75690
1679,Andrés Martín,es ESP,MFFW,Rayo Vallecano,es La Liga,22,1999,2.1,53,0,3,20,30,5,53,1,3,33.3,4,5,39,7,Matches,2ae30661
1680,Carlos Martín,es ESP,DF,Atlético Madrid,es La Liga,19,2002,0.1,3,1,1,1,1,0,3,1,1,100.0,0,0,2,0,Matches,64035864
1681,Iván Martín,es ESP,MF,Alavés,es La Liga,22,1999,1.8,81,0,9,44,28,1,81,0,2,0.0,3,6,62,2,Matches,ae48c5cb
1682,Jonas Martin,fr FRA,MF,Rennes,fr Ligue 1,31,1990,23.4,1868,56,371,1317,190,21,1868,8,11,72.7,18,10,1382,14,Matches,468fdbad
1683,Martinelli,br BRA,MFFW,Arsenal,eng Premier League,20,2001,20.7,889,25,107,250,548,117,888,45,79,57.0,58,34,587,117,Matches,48a5a5d6
1684,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,28,1992,36.0,1160,988,1142,19,0,0,1160,0,0,,0,0,451,0,Matches,7956236f
1685,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,30,1991,26.0,1499,186,740,696,77,34,1499,2,2,100.0,7,3,795,2,Matches,3fc45c73
1686,Javi Martínez,es ESP,MFFW,Osasuna,es La Liga,21,1999,9.8,497,14,89,222,193,26,497,11,16,68.8,24,10,321,24,Matches,3672b352
1687,Josep Martinez,es ESP,GK,RB Leipzig,de Bundesliga,23,1998,1.0,22,12,22,0,0,0,22,0,0,,0,0,9,0,Matches,11d8aff0
1688,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,23,1997,25.4,834,6,55,306,479,178,829,21,54,38.9,63,24,596,149,Matches,f7036e1c
1689,Pablo Martínez,es ESP,MF,Levante,es La Liga,23,1998,7.3,349,9,82,191,86,11,349,7,16,43.8,16,10,211,13,Matches,ecc77652
1690,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,25,1996,15.9,1285,126,628,615,60,21,1285,11,16,68.8,12,7,893,2,Matches,3ec3c1c9
1691,Gelson Martins,pt POR,MF,Monaco,fr Ligue 1,26,1995,21.2,962,12,91,391,499,96,962,62,113,54.9,77,23,671,140,Matches,3ef0fa48
1692,Adam Marušić,me MNE,DF,Lazio,it Serie A,28,1992,30.2,2109,116,737,1062,327,15,2109,14,25,56.0,19,16,1384,28,Matches,d4535821
1693,Omar Mascarell,es ESP,MF,Elche,es La Liga,28,1993,27.7,1504,96,442,913,153,7,1504,12,16,75.0,20,10,920,7,Matches,11fd2b75
1694,Andrea Masiello,it ITA,DF,Genoa,it Serie A,35,1986,5.7,365,57,206,151,12,3,365,0,0,,4,3,226,0,Matches,e0314d87
1695,Adam Masina,ma MAR,DF,Watford,eng Premier League,27,1994,12.0,678,62,267,294,124,5,678,9,11,81.8,10,1,313,6,Matches,de0f152c
1696,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,22,1998,17.2,872,130,524,340,12,6,872,2,3,66.7,6,0,462,0,Matches,a396fb61
1697,Roberto Massimo,de GER,DFFW,Stuttgart,de Bundesliga,20,2000,9.7,414,7,87,168,165,29,414,16,34,47.1,31,10,250,53,Matches,fc62fdf4
1698,Arthur Masuaku,cd COD,DFMF,West Ham,eng Premier League,27,1993,7.2,470,26,137,194,141,9,470,10,17,58.8,8,9,268,9,Matches,57df7a11
1699,Jaime Mata,es ESP,FW,Getafe,es La Liga,32,1988,7.5,293,6,24,117,154,34,293,4,9,44.4,35,6,231,51,Matches,02319ad7
1700,Juan Mata,es ESP,MF,Manchester Utd,eng Premier League,33,1988,2.6,242,0,37,123,84,7,242,3,6,50.0,6,2,194,10,Matches,29733c72
1701,Pape Matar Sarr,sn SEN,MF,Metz,fr Ligue 1,18,2002,23.7,1291,39,279,792,250,14,1291,30,55,54.5,46,25,849,39,Matches,feb5d972
1702,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,19,2002,8.8,480,14,77,337,70,5,480,9,17,52.9,13,5,322,10,Matches,15944afd
1703,Aleš Matějů,cz CZE,DF,Venezia,it Serie A,25,1996,8.1,362,37,123,142,98,8,362,5,5,100.0,6,4,188,19,Matches,deb748c9
1704,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,24,1997,12.7,382,16,35,193,159,63,382,10,17,58.8,28,23,268,43,Matches,50e6dc35
1705,Nemanja Matić,rs SRB,MF,Manchester Utd,eng Premier League,32,1988,15.4,1211,56,336,709,177,8,1211,17,22,77.3,19,21,845,7,Matches,eb7822d7
1706,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,29,1991,31.0,2647,228,988,1490,185,62,2647,9,10,90.0,13,7,1833,6,Matches,b217ef29
1707,Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,19,2002,1.5,104,16,51,49,4,1,104,0,0,,2,1,61,0,Matches,cf1ef7ec
1708,Azor Matusiwa,nl NED,MF,Reims,fr Ligue 1,23,1998,27.4,1471,75,470,867,152,5,1471,14,17,82.4,27,9,852,14,Matches,a17a94d6
1709,Neal Maupay,fr FRA,FW,Brighton,eng Premier League,24,1996,25.3,837,8,40,338,468,104,835,21,41,51.2,53,51,607,163,Matches,4bcf39f6
1710,Stephy Mavididi,eng ENG,MFFW,Montpellier,fr Ligue 1,23,1998,25.5,885,17,108,390,405,87,885,40,96,41.7,77,61,689,155,Matches,30144daa
1711,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,23,1997,30.1,2298,275,1067,1106,153,44,2298,18,33,54.5,24,10,1297,12,Matches,00963611
1712,Eric Maxim Choupo-Moting,cm CMR,MFFW,Bayern Munich,de Bundesliga,32,1989,4.2,199,3,20,82,98,31,199,14,19,73.7,15,6,142,32,Matches,0e6bc38c
1713,Luís Maximiano,pt POR,GK,Granada,es La Liga,22,1999,34.8,1268,1061,1262,10,0,0,1268,2,2,100.0,0,3,374,0,Matches,3318286e
