Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches,-9999
1327,Arnaud Kalimuendo,fr FRA,FW,Lens,fr Ligue 1,19,2002,23.9,54,2.26,40,0,4,5,3,2,6,0.25,3,0,2,1,0,0,Matches,bf4c41f9
1328,Nikola Kalinić,hr CRO,FW,Hellas Verona,it Serie A,33,1988,4.5,13,2.88,9,0,1,0,3,0,2,0.44,1,0,0,0,1,0,Matches,d4931a5a
1329,Yayah Kallon,sl SLE,MFFW,Genoa,it Serie A,20,2001,7.1,26,3.69,15,0,6,3,2,0,4,0.57,2,0,1,0,1,0,Matches,f95f49d2
1330,Felix Kalu Nmecha,de GER,MFFW,Wolfsburg,de Bundesliga,20,2000,3.6,11,3.07,5,0,1,3,2,0,1,0.28,0,0,0,1,0,0,Matches,091c86e2
1331,Samuel Kalu,ng NGA,FW,Watford,eng Premier League,23,1997,2.5,7,2.84,4,0,0,0,2,1,1,0.41,0,0,0,0,1,0,Matches,b8d22478
1332,Samuel Kalu,ng NGA,MFFW,Bordeaux,fr Ligue 1,23,1997,3.6,11,3.02,2,2,4,3,0,0,4,1.10,0,1,1,2,0,0,Matches,b8d22478
1333,Pierre Kalulu,fr FRA,DF,Milan,it Serie A,21,2000,21.6,30,1.39,24,1,0,1,1,3,4,0.19,3,0,0,1,0,0,Matches,85f7d1be
1334,Daichi Kamada,jp JPN,MF,Eint Frankfurt,de Bundesliga,24,1996,23.8,78,3.28,59,4,4,5,4,2,7,0.29,6,0,1,0,0,0,Matches,15b287da
1335,Boubacar Kamara,fr FRA,MFDF,Marseille,fr Ligue 1,21,1999,30.9,54,1.75,43,1,0,3,6,1,5,0.16,3,0,0,1,1,0,Matches,cc77354e
1336,Hassane Kamara,ci CIV,DF,Watford,eng Premier League,27,1994,18.0,17,0.94,15,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches,19a12bed
1337,Hassane Kamara,ci CIV,MFDF,Nice,fr Ligue 1,27,1994,6.0,7,1.16,6,0,0,1,0,0,1,0.17,1,0,0,0,0,0,Matches,19a12bed
1338,Dimitrije Kamenović,rs SRB,DF,Lazio,it Serie A,21,2000,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d3e0c826
1339,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,30,1990,21.1,40,1.89,37,1,0,0,1,1,4,0.19,4,0,0,0,0,0,Matches,b825a650
1340,Jean-Armel Kana-Biyik,cm CMR,DF,Metz,fr Ligue 1,32,1989,7.4,2,0.27,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,76a4233b
1341,Nordine Kandil,fr FRA,MFFW,Strasbourg,fr Ligue 1,19,2001,1.0,5,5.00,4,0,0,0,1,0,3,3.00,2,0,0,0,1,0,Matches,c5908bc4
1342,Harry Kane,eng ENG,FW,Tottenham,eng Premier League,28,1993,35.9,127,3.54,92,2,10,16,6,1,21,0.58,17,0,1,3,0,0,Matches,21a66f6a
1343,Lee Kangin,kr KOR,MFFW,Mallorca,es La Liga,20,2001,15.7,59,3.77,30,14,7,4,3,1,4,0.26,1,1,2,0,0,0,Matches,8455ad90
1344,N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,30,1991,19.7,71,3.61,59,0,3,3,0,6,16,0.81,14,0,1,1,0,0,Matches,b9fbae28
1345,Stefanos Kapino,gr GRE,GK,Arminia,de Bundesliga,27,1994,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,62ba5881
1346,Atakan Karazor,de GER,MF,Stuttgart,de Bundesliga,24,1996,21.1,39,1.85,32,1,1,0,1,4,3,0.14,2,0,0,0,0,1,Matches,5762be5c
1347,Rick Karsdorp,nl NED,DFFW,Roma,it Serie A,26,1995,32.0,92,2.87,80,4,5,0,2,1,4,0.12,4,0,0,0,0,0,Matches,9f84febe
1348,Denso Kasius,nl NED,DFFW,Bologna,it Serie A,18,2002,2.0,7,3.50,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7ae36711
1349,Grigoris Kastanos,cy CYP,MF,Salernitana,it Serie A,23,1998,15.0,68,4.56,32,14,7,7,8,0,8,0.54,4,1,1,0,2,0,Matches,2a82aa85
1350,Silas Katompa,cd COD,FWMF,Stuttgart,de Bundesliga,22,1998,3.1,2,0.66,1,0,0,0,1,0,1,0.33,0,0,0,0,1,0,Matches,de4cac2d
1351,Noah Katterbach,de GER,DF,Köln,de Bundesliga,20,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e27de4fa
1352,Eiji Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,38,1983,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a4527d33
1353,Edo Kayembe,cd COD,MF,Watford,eng Premier League,23,1998,8.9,17,1.91,13,1,0,1,1,1,0,0.00,0,0,0,0,0,0,Matches,f99b71de
1354,Moise Kean,it ITA,FW,Everton,eng Premier League,21,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3d50bcdb
1355,Moise Kean,it ITA,FW,Juventus,it Serie A,21,2000,12.2,14,1.15,8,0,4,0,2,0,3,0.25,1,0,1,0,1,0,Matches,3d50bcdb
1356,Michael Keane,eng ENG,DF,Everton,eng Premier League,28,1993,31.0,21,0.68,13,1,0,4,0,3,1,0.03,1,0,0,0,0,0,Matches,c5b7c315
1357,Ilan Kebbal,dz ALG,MFFW,Reims,fr Ligue 1,23,1998,19.7,72,3.66,49,8,4,4,6,1,7,0.36,4,1,0,1,1,0,Matches,37d04e90
1358,Wajdi Kechrida,tn TUN,DFMF,Salernitana,it Serie A,25,1995,10.6,16,1.51,13,2,0,1,0,0,2,0.19,1,0,0,1,0,0,Matches,11962fe7
1359,Thilo Kehrer,de GER,DF,Paris S-G,fr Ligue 1,24,1996,16.8,11,0.66,9,1,0,1,0,0,1,0.06,1,0,0,0,0,0,Matches,51dbeea9
1360,Habib Keita,ml MLI,MF,Lyon,fr Ligue 1,19,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,cc588cbe
1361,Naby Keïta,gn GUI,MF,Liverpool,eng Premier League,26,1995,13.0,46,3.53,39,0,0,4,0,3,6,0.46,5,0,0,1,0,0,Matches,f25c8e3a
1362,Yannik Keitel,de GER,MF,Freiburg,de Bundesliga,21,2000,5.6,9,1.61,6,0,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches,d2c580ce
1363,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,22,1998,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,62d7ef38
1364,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26,1995,11.7,13,1.11,11,1,0,1,0,0,2,0.17,2,0,0,0,0,0,Matches,815c314f
1365,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,26,1995,9.3,17,1.82,15,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches,815c314f
1366,Kenedy,br BRA,DF,Chelsea,eng Premier League,25,1996,0.6,2,3.10,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,5eebbfdf
1367,Jonjoe Kenny,eng ENG,DF,Everton,eng Premier League,24,1997,11.3,22,1.94,16,2,2,1,0,1,2,0.18,2,0,0,0,0,0,Matches,099e666f
1368,Dimitrios Keramitsis,gr GRE,MF,Roma,it Serie A,17,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6f30a1d5
1369,Franck Kessié,ci CIV,MF,Milan,it Serie A,24,1996,25.6,65,2.53,54,0,1,5,1,4,2,0.08,2,0,0,0,0,0,Matches,05e19d6a
1370,Saîf-Eddine Khaoui,tn TUN,MF,Clermont Foot,fr Ligue 1,26,1995,10.3,31,2.99,12,12,2,2,3,0,1,0.10,1,0,0,0,0,0,Matches,796b1c41
1371,Wahbi Khazri,tn TUN,FWMF,Saint-Étienne,fr Ligue 1,30,1991,24.7,82,3.31,53,4,9,8,7,1,6,0.24,4,0,0,0,1,1,Matches,2677a1de
1372,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,27,1994,30.6,36,1.18,26,1,1,2,2,4,3,0.10,3,0,0,0,0,0,Matches,59e4b92e
1373,Kike,es ESP,FW,Osasuna,es La Liga,31,1989,20.7,50,2.42,34,0,3,6,5,2,4,0.19,3,0,0,1,0,0,Matches,e897d8ba
1374,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,610aa1e9
1375,Luca Kilian,de GER,DF,Köln,de Bundesliga,21,1999,25.3,13,0.51,10,1,0,0,1,1,3,0.12,2,1,0,0,0,0,Matches,610aa1e9
1376,Max Kilman,eng ENG,DF,Wolves,eng Premier League,24,1997,29.9,12,0.40,7,0,1,1,0,3,2,0.07,1,0,0,1,0,0,Matches,d0f72bf1
1377,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,26,1995,27.5,151,5.49,80,61,1,3,3,3,23,0.84,9,13,0,0,1,0,Matches,49296448
1378,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,25,1995,28.6,18,0.63,17,0,0,1,0,0,3,0.10,3,0,0,0,0,0,Matches,aef6e670
1379,Joshua King,no NOR,FWMF,Watford,eng Premier League,29,1992,25.0,62,2.48,50,0,2,6,4,0,9,0.36,6,0,1,2,0,0,Matches,43458538
1380,Jakub Kiwior,pl POL,MF,Spezia,it Serie A,21,2000,21.8,16,0.73,13,0,0,1,1,1,1,0.05,1,0,0,0,0,0,Matches,dc3e663e
1381,Sofian Kiyine,ma MAR,MFFW,Venezia,it Serie A,23,1997,13.8,49,3.56,29,8,8,1,1,2,3,0.22,2,0,0,1,0,0,Matches,ce1806be
1382,Simon Kjær,dk DEN,DF,Milan,it Serie A,32,1989,8.9,7,0.78,6,0,0,0,0,1,1,0.11,1,0,0,0,0,0,Matches,8b8a56ce
1383,Kristoffer Klaesson,no NOR,GK,Leeds United,eng Premier League,20,2000,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3f70db80
1384,Philipp Klement,de GER,MF,Stuttgart,de Bundesliga,28,1992,3.8,19,5.06,13,6,0,0,0,0,1,0.27,0,1,0,0,0,0,Matches,0cddeaa7
1385,Mateusz Klich,pl POL,MF,Leeds United,eng Premier League,31,1990,23.0,77,3.34,63,4,3,4,3,0,8,0.35,7,0,0,1,0,0,Matches,282679b4
1386,Thibault Klidje,tg TOG,MFFW,Bordeaux,fr Ligue 1,20,2001,1.0,5,5.29,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,db013c7d
1387,Mateo Klimowicz,de GER,MFFW,Stuttgart,de Bundesliga,21,2000,6.7,20,2.98,11,0,2,2,4,1,1,0.15,1,0,0,0,0,0,Matches,2b7c56b4
1388,Fabian Klos,de GER,FW,Arminia,de Bundesliga,33,1987,15.8,27,1.71,25,0,1,1,0,0,2,0.13,2,0,0,0,0,0,Matches,e21042ae
1389,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,25,1996,18.3,13,0.71,12,0,0,0,0,1,1,0.05,1,0,0,0,0,0,Matches,ca8033cb
1390,Justin Kluivert,nl NED,MF,Nice,fr Ligue 1,22,1999,20.8,64,3.06,34,22,5,2,1,0,8,0.38,3,3,2,0,0,0,Matches,4c3a6744
1391,Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,25,1996,2.2,4,1.86,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,92948149
1392,Ansgar Knauff,de GER,MF,Dortmund,de Bundesliga,19,2002,1.3,3,2.37,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,19a967ab
1393,Ansgar Knauff,de GER,DFMF,Eint Frankfurt,de Bundesliga,19,2002,8.4,22,2.61,15,1,2,1,3,0,3,0.36,2,0,1,0,0,0,Matches,19a967ab
1394,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,29,1992,33.0,24,0.73,17,0,0,0,2,5,2,0.06,0,0,0,0,0,2,Matches,6bd5cd5d
1395,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,23,1997,28.5,3,0.11,2,1,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches,cd59b9df
1396,Robin Koch,de GER,MFDF,Leeds United,eng Premier League,25,1996,17.5,26,1.49,21,1,0,1,1,2,3,0.17,2,0,0,0,0,1,Matches,ea6bc03a
1397,Samuel Koeberlé,fr FRA,FW,Reims,fr Ligue 1,16,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6751b938
1398,Philippe Koffi,fr FRA,FW,Reims,fr Ligue 1,19,2002,4.2,11,2.63,5,0,1,2,3,0,2,0.48,1,0,0,1,0,0,Matches,9f1c2822
1399,Dominik Kohr,de GER,MF,Mainz 05,de Bundesliga,27,1994,17.9,45,2.51,34,1,1,4,2,3,8,0.45,6,0,0,1,1,0,Matches,0fbecd11
1400,Koba Koindredi,fr FRA,MF,Valencia,es La Liga,19,2001,2.0,4,1.98,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,3a58d075
1401,Koke,es ESP,MF,Atlético Madrid,es La Liga,29,1992,27.9,68,2.44,59,2,1,2,3,1,11,0.39,11,0,0,0,0,0,Matches,55126f3b
1402,Aleksandr Kokorin,ru RUS,FWMF,Fiorentina,it Serie A,30,1991,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,fec5accc
1403,Aleksandar Kolarov,rs SRB,DF,Inter,it Serie A,35,1985,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,eda40760
1404,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,28,1993,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3935e52e
1405,Sead Kolašinac,ba BIH,DF,Marseille,fr Ligue 1,28,1993,4.9,7,1.43,6,1,0,0,0,0,1,0.20,1,0,0,0,0,0,Matches,3935e52e
1406,Luca Koleosho,ca CAN,FW,Espanyol,es La Liga,16,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,fc076f78
1407,Randal Kolo Muani,fr FRA,FWMF,Nantes,fr Ligue 1,22,1998,32.8,82,2.50,53,0,8,7,13,1,13,0.40,7,0,3,1,2,0,Matches,c0b3669f
1408,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,29,1991,28.5,36,1.26,31,1,0,2,0,2,3,0.11,2,0,0,1,0,0,Matches,ab096c6f
1409,Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,25,1995,26.9,54,2.01,46,2,3,1,2,0,6,0.22,5,0,1,0,0,0,Matches,6b2c894b
1410,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,22,1999,11.0,7,0.64,5,0,0,0,0,2,3,0.27,3,0,0,0,0,0,Matches,5ed9b537
1411,Geoffrey Kondogbia,cf CTA,MFDF,Atlético Madrid,es La Liga,28,1993,20.9,26,1.24,20,0,2,0,0,4,4,0.19,3,0,0,0,0,1,Matches,cce181df
1412,Ibrahima Koné,ml MLI,FW,Lorient,fr Ligue 1,22,1999,8.1,27,3.32,17,0,3,3,3,1,3,0.37,2,0,1,0,0,0,Matches,04bb2b06
1413,Kouadio Koné,fr FRA,MF,M'Gladbach,de Bundesliga,20,2001,24.3,51,2.10,40,0,5,1,5,0,4,0.16,2,0,0,0,2,0,Matches,86574238
1414,Youssouf Koné,ml MLI,DF,Troyes,fr Ligue 1,26,1995,10.9,13,1.19,10,0,3,0,0,0,1,0.09,1,0,0,0,0,0,Matches,e6eadfb8
1415,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,23,1997,27.5,13,0.47,11,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches,0313a347
1416,Teun Koopmeiners,nl NED,MF,Atalanta,it Serie A,23,1998,23.6,94,3.98,69,14,5,3,1,2,5,0.21,5,0,0,0,0,0,Matches,a26fb8aa
1417,Laurent Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,35,1985,10.4,9,0.87,9,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches,f5efb153
1418,Odilon Kossonou,ci CIV,DF,Leverkusen,de Bundesliga,20,2001,19.9,16,0.80,14,0,0,1,0,1,1,0.05,1,0,0,0,0,0,Matches,1f3afdcb
1419,Filip Kostić,rs SRB,DFMF,Eint Frankfurt,de Bundesliga,28,1992,28.0,139,4.96,72,48,4,12,2,1,13,0.46,8,4,0,1,0,0,Matches,b1cd37e6
1420,Rominigue Kouamé,ml MLI,MF,Troyes,fr Ligue 1,24,1996,33.0,64,1.94,48,1,8,3,3,1,8,0.24,6,0,1,1,0,0,Matches,86a2ba20
1421,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,30,1991,26.7,21,0.79,15,0,1,2,1,2,4,0.15,3,0,0,1,0,0,Matches,da974c7b
1422,Jules Koundé,fr FRA,DF,Sevilla,es La Liga,22,1998,30.4,46,1.51,35,0,4,2,2,3,3,0.10,2,0,1,0,0,0,Matches,4d1666ff
1423,Christos Kourfalidis,gr GRE,MFFW,Cagliari,it Serie A,18,2002,0.2,2,10.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5c522c88
1424,Boubakar Kouyaté,ml MLI,DF,Metz,fr Ligue 1,24,1997,29.6,18,0.61,8,0,1,3,0,6,1,0.03,1,0,0,0,0,0,Matches,562a4799
1425,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,eng Premier League,31,1989,21.9,16,0.73,13,0,2,0,0,1,1,0.05,1,0,0,0,0,0,Matches,8d3c902d
1426,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,27,1994,17.3,69,3.98,58,0,4,3,3,1,8,0.46,7,0,0,0,0,1,Matches,79c0821a
1427,Viktor Kovalenko,ua UKR,MF,Spezia,it Serie A,25,1996,14.7,27,1.84,21,3,0,0,1,2,4,0.27,4,0,0,0,0,0,Matches,9d60028d
1428,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,26,1994,18.2,20,1.10,11,4,1,1,1,2,2,0.11,2,0,0,0,0,0,Matches,77cf6852
1429,Alex Král,cz CZE,MF,West Ham,eng Premier League,23,1998,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e717705a
1430,Andrej Kramarić,hr CRO,FWMF,Hoffenheim,de Bundesliga,30,1991,30.1,97,3.22,74,5,5,7,6,0,14,0.47,14,0,0,0,0,0,Matches,603cb947
1431,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,30,1991,8.3,9,1.08,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,496aeede
1432,Jean-Philippe Krasso,ci CIV,FWMF,Saint-Étienne,fr Ligue 1,24,1997,5.0,15,2.97,8,0,4,1,2,0,4,0.79,3,0,0,1,0,0,Matches,037f2523
1433,Julian Kristoffersen,no NOR,FW,Salernitana,it Serie A,24,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b804c280
1434,Toni Kroos,de GER,MF,Real Madrid,es La Liga,31,1990,23.4,87,3.72,59,25,2,0,0,1,4,0.17,3,1,0,0,0,0,Matches,6ce1f46f
1435,Florian Krüger,de GER,MFFW,Arminia,de Bundesliga,22,1999,12.5,24,1.94,22,0,1,1,0,0,2,0.16,2,0,0,0,0,0,Matches,f9f92b5f
1436,Tim Krul,nl NED,GK,Norwich City,eng Premier League,33,1988,29.0,6,0.21,3,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f23f9d20
1437,Rade Krunić,ba BIH,MF,Milan,it Serie A,27,1993,15.7,39,2.48,31,0,1,3,3,1,3,0.19,1,0,0,2,0,0,Matches,817c6964
1438,Max Kruse,de GER,MFFW,Wolfsburg,de Bundesliga,33,1988,12.5,34,2.71,28,0,0,4,2,0,7,0.56,6,0,0,0,1,0,Matches,f9446dcd
1439,Max Kruse,de GER,FWMF,Union Berlin,de Bundesliga,33,1988,14.1,65,4.61,47,7,2,8,1,0,10,0.71,7,0,0,3,0,0,Matches,f9446dcd
1440,Lukas Kübler,de GER,DFMF,Freiburg,de Bundesliga,28,1992,25.9,39,1.51,31,3,0,2,2,1,2,0.08,1,1,0,0,0,0,Matches,2a29eb9b
1441,Takefusa Kubo,jp JPN,MFFW,Mallorca,es La Liga,20,2001,17.8,75,4.20,47,6,8,3,10,1,4,0.22,3,0,0,0,1,0,Matches,16aa3654
1442,Juraj Kucka,sk SVK,MF,Watford,eng Premier League,34,1987,21.3,40,1.87,25,0,5,2,7,1,2,0.09,1,0,1,0,0,0,Matches,5aaef9ef
1443,Mykola Kukharevych,ua UKR,FW,Troyes,fr Ligue 1,20,2001,0.2,1,6.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8197a269
1444,Dejan Kulusevski,se SWE,MFFW,Tottenham,eng Premier League,21,2000,14.0,51,3.64,39,0,5,6,1,0,13,0.93,11,0,1,1,0,0,Matches,df3cda47
1445,Dejan Kulusevski,se SWE,MFFW,Juventus,it Serie A,21,2000,8.6,25,2.92,17,0,5,2,1,0,5,0.58,3,0,2,0,0,0,Matches,df3cda47
1446,Marash Kumbulla,al ALB,DF,Roma,it Serie A,21,2000,11.4,6,0.53,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a40819d9
1447,Fabian Kunze,de GER,MF,Arminia,de Bundesliga,23,1998,14.0,18,1.29,12,0,2,0,4,0,0,0.00,0,0,0,0,0,0,Matches,d25fee56
1448,Enock Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,24,1997,22.2,33,1.48,24,3,3,0,0,3,0,0.00,0,0,0,0,0,0,Matches,4bf69118
1449,Grejohn Kyei,fr FRA,FW,Clermont Foot,fr Ligue 1,25,1995,4.4,11,2.50,8,0,1,2,0,0,1,0.23,1,0,0,0,0,0,Matches,397ba086
1450,Giorgos Kyriakopoulos,gr GRE,DFMF,Sassuolo,it Serie A,25,1996,21.9,66,3.01,44,6,5,2,6,3,9,0.41,6,1,0,0,2,0,Matches,0a483542
1451,Andrea La Mantia,it ITA,FWMF,Empoli,it Serie A,30,1991,5.4,13,2.40,9,0,0,3,1,0,3,0.55,1,0,0,1,1,0,Matches,c375dfa5
1452,Gaëtan Laborde,fr FRA,MFFW,Montpellier,fr Ligue 1,27,1994,3.8,10,2.65,6,0,0,2,0,2,0,0.00,0,0,0,0,0,0,Matches,7cdda3bf
1453,Gaëtan Laborde,fr FRA,FW,Rennes,fr Ligue 1,27,1994,30.3,79,2.61,61,0,1,16,0,1,19,0.63,13,0,1,4,0,1,Matches,7cdda3bf
1454,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,30,1991,19.8,72,3.63,49,0,4,6,10,3,10,0.50,6,0,0,1,1,2,Matches,9dbb75ca
1455,Tom Lacoux,fr FRA,DFMF,Bordeaux,fr Ligue 1,19,2002,10.1,12,1.19,7,1,0,0,2,2,3,0.30,1,1,0,0,0,1,Matches,295ba708
1456,Lenny Lacroix,fr FRA,DF,Metz,fr Ligue 1,18,2003,2.2,2,0.90,1,0,0,1,0,0,1,0.45,0,0,0,1,0,0,Matches,5413ef36
1457,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,21,2000,27.7,28,1.01,18,1,1,3,0,5,0,0.00,0,0,0,0,0,0,Matches,277c49ed
1458,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,22,1999,38.0,4,0.11,3,1,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches,4e7db402
1459,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,31,1989,33.8,19,0.56,12,3,0,1,0,3,3,0.09,1,1,0,1,0,0,Matches,b7c99b9b
1460,Konrad Laimer,at AUT,MF,RB Leipzig,de Bundesliga,24,1997,13.8,34,2.47,28,0,3,2,1,0,7,0.51,5,0,1,1,0,0,Matches,c1b7847c
1461,Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,28,1992,16.3,38,2.33,31,0,1,0,5,1,7,0.43,5,0,1,0,1,0,Matches,4aea5077
1462,Diego Lainez,mx MEX,MF,Betis,es La Liga,21,2000,1.6,5,3.21,3,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches,bf12926c
1463,Adam Lallana,eng ENG,MF,Brighton,eng Premier League,33,1988,17.3,27,1.56,22,0,0,2,2,1,3,0.17,3,0,0,0,0,0,Matches,99813635
1464,Vassilis Lambropoulos,gr GRE,DF,Bochum,de Bundesliga,31,1990,13.0,8,0.62,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,591477c9
1465,Érik Lamela,ar ARG,FWMF,Sevilla,es La Liga,29,1992,11.3,44,3.91,38,1,3,0,1,1,4,0.36,4,0,0,0,0,0,Matches,abe66106
1466,Mohamed Lamine Bayo,gn GUI,FW,Clermont Foot,fr Ligue 1,23,1998,26.8,63,2.35,44,0,10,7,1,1,8,0.30,5,0,1,2,0,0,Matches,01870104
1467,Didier Lamkel Zé,cm CMR,FW,Metz,fr Ligue 1,24,1996,6.7,16,2.38,10,0,1,2,3,0,1,0.15,0,0,0,1,0,0,Matches,b229aa13
1468,Sam Lammers,nl NED,FWMF,Atalanta,it Serie A,24,1997,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c283ddef
1469,Sam Lammers,nl NED,FWMF,Eint Frankfurt,de Bundesliga,24,1997,5.7,10,1.74,8,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,c283ddef
1470,Tariq Lamptey,gh GHA,DFMF,Brighton,eng Premier League,20,2000,17.3,54,3.11,37,1,4,3,7,2,3,0.17,3,0,0,0,0,0,Matches,f4e433d4
1471,Manuel Lanzini,ar ARG,MF,West Ham,eng Premier League,28,1993,19.8,60,3.02,51,4,3,0,1,1,9,0.45,7,0,1,0,0,1,Matches,26f6dca8
1472,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,27,1994,31.4,41,1.30,34,0,1,4,1,1,6,0.19,3,0,0,2,1,0,Matches,119b9a8e
1473,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,27,1993,32.1,13,0.40,10,1,0,0,0,2,1,0.03,1,0,0,0,0,0,Matches,f066022d
1474,Yasser Larouci,dz ALG,DF,Troyes,fr Ligue 1,20,2001,3.8,12,3.15,7,1,1,0,3,0,1,0.26,0,0,0,0,1,0,Matches,0ed063d6
1475,Kevin Lasagna,it ITA,MFFW,Hellas Verona,it Serie A,28,1992,13.2,36,2.74,25,0,1,6,3,1,7,0.53,6,0,0,0,1,0,Matches,09538fdb
1476,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,27,1993,22.9,11,0.48,9,0,0,1,0,1,1,0.04,1,0,0,0,0,0,Matches,450ab6fc
1477,Bryan Lasme,fr FRA,FWMF,Arminia,de Bundesliga,22,1998,9.7,19,1.95,13,0,3,1,2,0,1,0.10,1,0,0,0,0,0,Matches,ebac0ace
1478,Paul Lasne,fr FRA,MF,Brest,fr Ligue 1,32,1989,9.4,20,2.13,16,0,0,1,3,0,1,0.11,1,0,0,0,0,0,Matches,542cc80f
1479,Latasa,es ESP,FW,Real Madrid,es La Liga,20,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2bea832e
